,data_index,SNR,SISDR,PESQ,Reverberation,DisToNoise
0,1,-8.352023094156554,8.359947204589844,0.6315715312957764,0.25394383115302493,1.197528466654841
1,10,-3.98536446587726,13.613046646118164,1.6039233207702637,0.4687478299596859,1.2271343319903523
2,100,-8.069669394580467,5.484443187713623,0.3088604211807251,0.3717586628079824,1.0696456598010555
3,101,-3.9528242228882524,9.509950637817383,0.9424221515655518,0.3478550213617778,1.4909338655362345
4,102,2.5439706955126784,13.722748756408691,1.2565466165542603,0.43177474262262416,1.6700996811707747
5,103,0.8226740959985968,15.381157875061035,1.3495049476623535,0.23066378716210462,1.0500030578172372
6,104,4.89573796578391,16.539758682250977,1.7850104570388794,0.31071815077087367,1.7250618030803775
7,105,1.9986314730331731,13.623882293701172,0.8301976919174194,0.4562856129836721,1.0230270866429956
8,106,-3.553165692402139,12.149446487426758,1.0874266624450684,0.6020795733806826,1.2236837382720454
9,107,-3.823014440873516,9.909793853759766,0.6146459579467773,0.6958408776304598,1.0232679077828517
10,108,-3.3791921143258303,10.76465892791748,0.88037109375,0.36327615912901656,1.27109460524923
11,109,4.985093809561903,17.981754302978516,1.9965049028396606,0.2746712004328416,1.036530742485083
12,11,1.2219578070493533,14.694650650024414,1.6493520736694336,0.41070983532461003,1.0394307173995796
13,110,0.17957429832712712,12.038333892822266,1.3917502164840698,0.2538542058678126,2.410495023049054
14,111,4.68535864770986,15.765578269958496,1.5540473461151123,0.6230140476737684,1.338140688365769
15,112,4.622047758257194,16.46404266357422,1.8292748928070068,0.6122974929611271,1.3776110295855168
16,113,-6.062037675788929,12.496506690979004,0.8501180410385132,0.3180763563856154,1.3769282543443504
17,114,-6.316449696749301,6.93745756149292,0.448901891708374,0.43008135107595735,1.2490228655952103
18,115,-3.4678044514579476,13.615086555480957,0.8735747337341309,0.49901031319007494,1.6817401805198733
19,116,-9.37444087437799,9.352907180786133,0.5571317672729492,0.487472162328086,1.316493728439756
20,117,0.2634279214039097,12.998786926269531,0.9916809797286987,0.42750060448187244,1.7045507025307318
21,118,-6.541843436957063,6.860733509063721,0.5293687582015991,0.6898970493739485,1.8967523347851052
22,119,1.7615676185418163,14.959480285644531,1.5295026302337646,0.44479875736202634,1.3071135811232197
23,12,-2.0518309735424154,14.302325248718262,1.247841715812683,0.3233163237632617,1.3961307842903654
24,120,4.94517560311291,17.629261016845703,0.6228466033935547,0.426548279560127,1.10880291069525
25,121,-7.449062211862932,7.683319091796875,0.5889322757720947,0.22491702451941864,1.3984917989480776
26,122,-9.213590877236607,7.574032306671143,0.27324628829956055,0.4859562042458466,1.4836558379549976
27,123,-4.799696433622115,9.279075622558594,0.3926612138748169,0.29138709073530245,1.4756778207639742
28,124,-7.207143663363413,5.151976108551025,0.2813723087310791,0.5339744937620088,1.6667829292900944
29,125,-4.3287485981165394,11.423837661743164,0.949481725692749,0.5870148346304584,1.0855191633922987
30,126,-9.838431130823293,8.04418659210205,0.6571096181869507,0.43007588635405747,1.0240738761592048
31,127,-2.521158300082896,10.18114185333252,0.9488072395324707,0.23990514895908238,1.9150308250402492
32,128,4.138503127225201,18.959020614624023,2.133812427520752,0.35591415915820723,1.027042370331427
33,129,-7.25039311036657,7.112815856933594,0.44688665866851807,0.408130724619328,1.3252043980368449
34,13,-8.484288572820596,6.7307658195495605,0.6316622495651245,0.4803416917809374,1.8655609160776714
35,130,-6.583537632554265,11.346598625183105,0.3988635540008545,0.4160231214698634,1.337231565985952
36,131,2.582591599727646,17.3840389251709,1.2829475402832031,0.4307297539040851,1.110188150766745
37,132,2.4740816386509046,13.87509822845459,1.1633634567260742,0.6925910605308792,1.0432050168008091
38,133,-8.991922408539185,8.509822845458984,0.5049465894699097,0.2044233927594506,1.1723816105331635
39,134,-8.154158202839495,9.485174179077148,0.5257954597473145,0.22536359747153428,1.384457629338738
40,135,-4.457072358748285,10.004148483276367,0.8561731576919556,0.6963962390050961,1.1934603808681377
41,136,3.3147192591818353,16.528696060180664,1.7821056842803955,0.6367074603658593,1.298310102230106
42,137,1.5469169698932763,12.780988693237305,0.9062129259109497,0.37354487774658873,1.333085459870505
43,138,-1.3681105977670285,11.741156578063965,1.0623637437820435,0.2877990131135047,1.2895599593133158
44,139,2.0816004781987605,16.25550079345703,0.9293801784515381,0.5404586270300116,1.1598725797393914
45,14,4.221616185751417,19.241117477416992,0.5994362831115723,0.27692900719496744,1.350345288164203
46,140,3.113005454895326,15.044090270996094,1.3702479600906372,0.42318811144389823,1.1389360885730844
47,141,0.9632218599865912,16.986156463623047,1.4573131799697876,0.6667038144484115,1.0406776777267648
48,142,-6.267068188357342,5.0929155349731445,0.3056536912918091,0.31267952690363565,1.068603334866707
49,143,-4.447016492177488,11.474296569824219,0.8564525842666626,0.39897793380983493,1.1873915604528238
50,144,2.098169567691489,15.148833274841309,1.6782889366149902,0.6366215084987477,1.0458124640664825
51,145,-7.991592303799993,11.08834171295166,0.7082474231719971,0.25152056962378716,1.334941175000853
52,146,4.140315428207941,19.248987197875977,1.8637126684188843,0.34172670256144244,1.556840094933504
53,147,-9.01593261615842,5.918269157409668,0.28177571296691895,0.5946846989011947,1.526991801938319
54,148,-5.45962354945997,11.50553035736084,0.9201475381851196,0.5950969059585854,1.281893667626111
55,149,-3.567654619803501,12.468812942504883,0.8671950101852417,0.31997468349470437,1.194236112007107
56,15,-1.557441392043705,13.093538284301758,1.0370337963104248,0.6654872810124044,1.0051328337361336
57,150,1.7308118543348137,15.624348640441895,1.4395670890808105,0.46193987764703576,1.6924344709165096
58,151,-2.0920697592336825,12.949982643127441,1.3969656229019165,0.5095497967538857,1.2863962495002188
59,152,-5.876696393905235,7.0536417961120605,0.27044355869293213,0.27867709096285775,1.3863593255543376
60,153,-3.023896128198209,12.944671630859375,1.2200987339019775,0.5733566464615871,1.5441540375180247
61,154,-0.3427649616530992,14.658061981201172,1.378170132637024,0.3373419060059707,1.2730894932782053
62,155,-9.485020224170931,7.299976825714111,0.4572235345840454,0.5344055992916062,1.243608456643272
63,156,3.4770295707932792,16.201629638671875,1.578789472579956,0.5296153465988993,1.2897770066222873
64,157,0.4995169045451231,11.477783203125,1.5328912734985352,0.3537046649599396,1.0065760816776907
65,158,-2.944986826808873,12.299028396606445,1.025605320930481,0.5901728365449852,1.1071588788326958
66,159,4.508370943475205,21.060991287231445,2.4702229499816895,0.2504485361487856,1.1919444671348802
67,16,-5.3608583277810755,5.415751934051514,0.48791825771331787,0.32355713910718964,1.052613786133871
68,160,-6.641499663903003,9.305522918701172,0.6921913623809814,0.6866930892209224,1.3305137361913737
69,161,2.0273474539662306,16.78942108154297,1.8954678773880005,0.6139344797933732,1.8079789529977055
70,162,-4.328191563215047,11.4255952835083,0.991253137588501,0.34888317490938636,1.2529123985151627
71,163,-0.6789798373597105,13.954694747924805,1.2326452732086182,0.6154505173525188,1.0096026844777004
72,164,-5.742915648254624,8.61982536315918,0.349367618560791,0.39527402415246393,1.4317885308823526
73,165,4.097575277877411,15.131976127624512,1.5079965591430664,0.5926434468784585,1.310825685746502
74,166,0.9011301380249765,13.734169006347656,1.0014591217041016,0.5955677468116707,1.0223818369909436
75,167,0.8174324433001932,14.701375961303711,1.550444483757019,0.6093558091678495,1.1058955435429032
76,168,-1.340694015006262,15.162726402282715,1.4201430082321167,0.6698168925739425,1.1703504157348068
77,169,-5.057702042141918,13.28734302520752,0.8145343065261841,0.2694994369560864,1.386358202236916
78,17,1.3220065859222743,17.29513931274414,1.617404818534851,0.4121266432934242,1.4583643505629578
79,170,1.3649288716591013,14.802202224731445,0.7338640689849854,0.43012563360855627,1.3227398686809027
80,171,-2.4363993437469693,15.799483299255371,1.0098217725753784,0.3642599548754387,1.353946245301371
81,172,-3.472450999049121,13.383466720581055,1.0433114767074585,0.22300568382091224,1.165050837071444
82,173,-0.7697310462313744,13.945976257324219,1.122063398361206,0.28478534660492694,1.2340446776210658
83,174,-7.332571713950362,7.90799617767334,0.2999753952026367,0.22481106921334287,1.1610175627644572
84,175,-9.583470699851924,6.943264007568359,0.45957255363464355,0.6835043487147318,1.2912137414394051
85,176,-7.031531106145623,9.073484420776367,0.7409605979919434,0.3723242383779036,1.001018160938668
86,177,-8.19574827724715,7.699645042419434,0.29840874671936035,0.25361610323193196,1.612808757082007
87,178,2.5280326224595093,15.220841407775879,1.9548887014389038,0.6990460304312582,1.2596340014005598
88,179,-0.6839695620720327,13.477615356445312,0.06287097930908203,0.2855556952160135,1.3057830532679175
89,18,-6.385726758695263,6.274264335632324,0.38115429878234863,0.4247673904207132,1.2893409872504797
90,180,-1.086521973944432,13.255173683166504,0.9073888063430786,0.2773347918714295,1.5062810500932051
91,181,-7.978911321301625,6.563621520996094,0.40438055992126465,0.36008957773016403,1.1730288642481514
92,182,0.66905488075923,16.524831771850586,-0.0894777774810791,0.37373114794154993,1.3694959696641897
93,183,-2.353436614399871,12.546330451965332,0.4835965633392334,0.5386874195351954,1.0164805247389674
94,184,-9.489928995467105,6.730180263519287,0.36598169803619385,0.6955207214843075,1.1606485559370956
95,185,-3.9978130351522765,10.224175453186035,0.4465407133102417,0.43722488333685194,1.1097474787046746
96,186,-2.7512292605466744,10.90015983581543,0.9894436597824097,0.430985420312994,1.2124675536783902
97,187,-5.743948569644342,9.391047477722168,0.7682747840881348,0.4417453272479107,1.381978871638557
98,188,0.23081687025205078,14.896738052368164,1.135317087173462,0.3074739461820121,1.0883146006479005
99,189,-5.777357483517285,11.799001693725586,0.8595359325408936,0.6279502469196853,1.1037473762707697
100,19,3.1394723056919105,7.8295416831970215,0.6906633377075195,0.662858841938034,1.399167622302197
101,190,-4.023018993834631,10.078065872192383,0.8125729560852051,0.5567296858302564,1.1347193427919784
102,191,-6.336986114336932,12.180853843688965,0.9706424474716187,0.5855827393544707,1.0075520288136284
103,192,-0.2257987946281137,14.792500495910645,1.4567028284072876,0.40063652614424783,1.0352603319727534
104,193,3.844015177493297,17.41815757751465,2.035892963409424,0.34650391286108906,1.1392898272739451
105,194,-1.3455839948682708,14.898777961730957,1.4789743423461914,0.48751711071377846,1.04577175122511
106,195,-7.539066517034939,9.325547218322754,0.6096104383468628,0.4599608209546937,1.4470665872890753
107,196,-8.577803470644318,10.517749786376953,0.7899781465530396,0.25918189943122993,1.1917584234756384
108,197,-2.0223256168029753,10.030193328857422,0.8289657831192017,0.6577245224801418,1.6486545420531038
109,198,-2.3275528645614187,13.607603073120117,1.0640102624893188,0.22178521049263078,1.376392585312286
110,199,-7.930603741185542,8.299029350280762,0.4769251346588135,0.4323139282850891,1.1977009106616516
111,2,-8.413099017511026,7.747767448425293,0.42352867126464844,0.6589426501450891,1.0698528413433992
112,20,-3.233436667193187,8.973298072814941,0.5382845401763916,0.5003720406999497,1.3699428452167033
113,200,-1.2643197201700502,12.190217018127441,0.9854081869125366,0.5442136524155176,1.1846565609384379
114,201,-0.7782512559860493,14.345316886901855,0.9302361011505127,0.23222376403761474,1.017511062823853
115,202,-4.196957974123184,9.99177074432373,0.5498591661453247,0.348601364184689,1.504844889258628
116,203,-3.31836949438092,12.799102783203125,0.683688759803772,0.6012519141318362,1.2617426273597945
117,204,0.3990103398733602,11.29154109954834,0.6282397508621216,0.5948824253103661,1.3013441315433059
118,205,-9.72057372195522,6.375230312347412,0.2399299144744873,0.34349536696219274,1.2635969068259232
119,206,0.8046520819185616,13.315810203552246,1.3661346435546875,0.6284471637733169,1.1156757312034702
120,207,-4.009876444002345,13.61036205291748,1.1232839822769165,0.30807178896140924,1.1533362661855462
121,208,-0.5554471115092525,13.459321022033691,1.323447585105896,0.5141973906375854,1.5319385927218894
122,209,-7.0960950283364195,10.51141357421875,0.7132877111434937,0.42959400480129917,1.1792696430250158
123,21,1.7619380818465586,13.566447257995605,1.5644407272338867,0.678409041652721,1.9999297456840717
124,210,0.589319033309863,12.6760892868042,1.036428451538086,0.33414267006174747,1.5708712169215295
125,211,4.966218493458021,17.74241828918457,2.123812198638916,0.21405398100023693,1.1344268919177596
126,212,-0.30845486549543644,15.16323471069336,1.4998024702072144,0.4188838131155501,1.33187995094001
127,213,-0.8887000459211993,15.352631568908691,1.1369363069534302,0.5540894826477833,1.2754130194060274
128,214,-8.942212466203152,8.12590217590332,0.27907466888427734,0.42901032494174673,1.0693774016998912
129,215,-0.6822321767417012,11.73939037322998,0.9788694381713867,0.6569501433264326,1.139253550343615
130,216,-1.6120245794312176,13.781615257263184,1.274086356163025,0.20684953488349572,1.6084316246751633
131,217,1.8412250426863963,13.206012725830078,1.1051911115646362,0.6192801532876206,1.1843904207457072
132,218,-2.312446723429246,11.886696815490723,1.2083704471588135,0.2882275485763494,1.0150251990639785
133,219,-5.94083537701792,11.83389663696289,0.6412479877471924,0.5644195976992377,1.110776360908772
134,22,-7.252577268848203,5.6395673751831055,0.3970975875854492,0.5142552818273822,1.5382810227233465
135,220,-4.336352423315758,9.103275299072266,0.9682410955429077,0.31958757479073047,1.0048806473128007
136,221,1.7212235460382725,14.859711647033691,1.3982142210006714,0.4057837570869577,1.0406497405721082
137,222,-2.041216818379308,11.574385643005371,1.0873563289642334,0.25361250681795033,1.2397043861422115
138,223,-3.6351031603005115,11.27362060546875,1.0718480348587036,0.3001484193161755,1.4242250421055223
139,224,1.0733916220822,14.250101089477539,1.5520057678222656,0.6449687556824183,1.2353408509382926
140,225,4.516503327562647,15.979166984558105,1.0989965200424194,0.5527689878569624,1.2197341199350646
141,226,2.4331124821435814,16.91762351989746,1.4026095867156982,0.2504636876499017,2.475818372435498
142,227,-6.567624901647218,10.909550666809082,0.6017087697982788,0.27883534586223685,1.1480578328580453
143,228,-5.4238963467042,10.604836463928223,0.9557814598083496,0.581421927476477,1.3221963027645425
144,229,4.6330410033033385,17.34368133544922,1.5291612148284912,0.3064316945294006,2.013192070283046
145,23,-5.437610436648093,9.38056468963623,0.4309324026107788,0.3890977514835584,1.390887575810061
146,230,4.455931045272855,15.638518333435059,1.15488600730896,0.20168698274542185,1.4440957181000578
147,231,-0.4297869376583243,13.97064208984375,1.0039225816726685,0.6400072860918435,1.396996318253414
148,232,0.6885234687846058,10.550114631652832,0.7883015871047974,0.5881188412887817,1.4906621971669125
149,233,-5.673819707158725,8.677403450012207,0.627903938293457,0.59729767484419,1.0062207257788225
150,234,3.2711571772875665,16.7582950592041,1.7114111185073853,0.2577538617351767,1.3048316569565237
151,235,-1.7598918955480372,11.821765899658203,0.8616815805435181,0.5058527778641027,1.1243290798723347
152,236,-2.2094917242993457,13.024852752685547,1.0433818101882935,0.6238600015028137,1.137626241683813
153,237,-6.366989633234559,7.303746700286865,0.3122384548187256,0.38818435616343494,1.073315490208364
154,238,-7.606207741460171,5.263833045959473,0.17148864269256592,0.4412552116236015,1.1113976912286978
155,239,-9.21482527966196,8.708392143249512,0.7677733898162842,0.5698365720960805,1.1278941972483014
156,24,0.05131605019558094,12.976945877075195,0.9739165306091309,0.35471632054037705,1.1699468222875666
157,240,-1.3160320472636435,11.839343070983887,0.7459894418716431,0.32357281888161016,1.0139212623518237
158,241,-7.841704554818415,8.476446151733398,0.2926992177963257,0.49595532895346284,1.209368765964785
159,242,-4.619883623065106,13.392561912536621,1.0923688411712646,0.3864369738291271,1.1093596086397597
160,243,-9.443685096250631,4.957783222198486,0.21922993659973145,0.4483334927292246,1.4125974828771592
161,244,-7.842267500333219,7.782485485076904,0.4063749313354492,0.6258030642387964,1.1487819140183066
162,245,-0.6658428728635162,12.536608695983887,0.822179913520813,0.3643568808929025,1.7143901360354745
163,246,-3.5246351026841367,10.102245330810547,0.6985840797424316,0.28033675257925755,1.1929212482501725
164,247,3.85660123616554,16.96860694885254,1.2743808031082153,0.4455212895741446,1.446286772836639
